name,phone,address,gender,student_id,email
Steven Casey,465-861-3534,"4317 Brown Plaza, South Matthew, WI 52962",male,sc343,sc343@upc.edu
Brett Hall,001-256-286-4395x2527,"PSC 1403, Box 5452, APO AP 67387",male,bh711,bh711@upc.edu
Teresa Ellis,(235)556-6304x8154,"61969 Michael Port Apt. 978, Cannonview, OR 00730",female,te735,te735@upc.edu
Joshua Graves,501-244-2082x3584,"50293 Francis Loaf, New Robertland, IL 55666",male,jg919,jg919@upc.edu
Mark Mitchell,884.846.8459,"33948 Owens Parkway Suite 945, Adrianbury, AR 66569",male,mm412,mm412@upc.edu
Daisy Kidd,(824)342-6475x42788,"725 Harris Stream Suite 565, Lake Michaelville, CO 17364",female,dk892,dk892@upc.edu
Christina Vega,+1-643-896-1572x706,"Unit 5791 Box 4599, DPO AA 99245",female,cv846,cv846@upc.edu
Benjamin Ortiz,359.845.9574,"5796 Jacob Fort Apt. 136, East Jeremy, SC 06998",male,bo214,bo214@upc.edu
Patrick Clayton,227-415-4868x106,"629 Michael Pass Suite 656, Cardenasshire, TX 95076",male,pc733,pc733@upc.edu
Becky Sharp,+1-311-415-5572x3886,"43156 Rush Dale, Lake Nancy, LA 92000",female,bs199,bs199@upc.edu
Kevin Mcbride,3417309470,"99260 Collins Plaza Suite 853, East Christopher, NJ 51177",male,km337,km337@upc.edu
Debra Barnes,(297)735-0463,"053 Jennifer Street Apt. 932, Timothyport, SD 37674",female,db107,db107@upc.edu
Kim Walters,564.486.6756,"872 Olson Harbors, East Paul, DC 70037",female,kw969,kw969@upc.edu
Joshua Harrison,+1-206-832-8741x82519,"Unit 3400 Box 6678, DPO AA 92648",male,jh529,jh529@upc.edu
Robin Mitchell,+1-985-754-2992x8516,"0868 Michael Divide, Smithland, IL 30129",female,rm211,rm211@upc.edu
Elizabeth Ramos,728.360.3223,"8206 Carmen Plains Apt. 793, New Jennifer, FM 80512",female,er855,er855@upc.edu
John White,001-253-224-0692,"836 Tucker Stream Suite 465, West Feliciabury, IA 34067",male,jw500,jw500@upc.edu
Brooke Howell,621-612-9284,"969 Jonathon Crossroad Apt. 643, Davidport, MN 93235",female,bh262,bh262@upc.edu
Eric Cooper,001-993-723-0903x568,"887 Miller Valleys Apt. 978, Lake Brittanyfort, NY 56679",male,ec769,ec769@upc.edu
Angie Bradford,3785620310,"220 Wheeler Court Apt. 165, Andrewchester, IL 00550",female,ab846,ab846@upc.edu
Diane Cummings,824.259.9657,"17478 White Corner Suite 786, Bradleyville, MH 11422",female,dc157,dc157@upc.edu
Philip Jones,5336702479,"02045 Smith Walks, Jeffreyborough, NJ 75088",male,pj983,pj983@upc.edu
Dustin Henderson,469-539-7126x6891,"44770 Morris Isle, North Regina, SD 48376",male,dh286,dh286@upc.edu
Shawn Fleming,3095547309,"173 Austin Club Apt. 657, East Jessica, MD 74331",male,sf707,sf707@upc.edu
Joseph Howard,9412484868,"690 Brock Square Suite 549, South Linda, OH 80446",male,jh829,jh829@upc.edu
Lonnie Foster,(616)793-0791x53314,"20924 Brown Vista, South Frankville, NH 15118",male,lf510,lf510@upc.edu
Thomas Carlson,906.745.4335x599,"3120 Cochran Brooks, New Andrewtown, ID 75625",male,tc413,tc413@upc.edu
Cynthia Berry,+1-439-619-2609x267,"1424 Andrew Village Apt. 067, Underwoodburgh, DE 47453",female,cb340,cb340@upc.edu
Melvin Perez,452.259.1262,"62816 John Village Apt. 212, Fowlerhaven, MH 14788",male,mp885,mp885@upc.edu
Barbara Ward,+1-264-227-2321,"416 Nathaniel Path Suite 935, New Bradley, OK 58248",female,bw428,bw428@upc.edu
Sara Potts,350-629-3520x99716,"85634 Mcdowell Trail Apt. 128, Lake Austin, MP 91943",female,sp169,sp169@upc.edu
Pamela Cook,001-397-461-9083,"84615 Phillips Spring Apt. 888, Mclaughlinfort, IN 64233",female,pc862,pc862@upc.edu
John Reid,+1-894-342-2993,"149 Laurie Plaza, Dorseyberg, NM 08140",male,jr663,jr663@upc.edu
Patrick Merritt,9507470624,"88110 Tucker Common Apt. 818, West Douglas, MT 80479",male,pm877,pm877@upc.edu
Jessica Sanford,485-217-9647x6386,"5083 Jackson Grove, Raymondland, CA 52208",female,js136,js136@upc.edu
Mark Jenkins,9362796672,"81820 Daniels Stravenue Apt. 272, Holtland, TX 08815",male,mj132,mj132@upc.edu
Angela White,596.805.0155x613,"90886 Chris Springs Apt. 963, Stevensshire, CA 81315",female,aw120,aw120@upc.edu
Carol Fox,001-368-703-7876x890,"PSC 5860, Box 8000, APO AP 36028",female,cf203,cf203@upc.edu
Brittany Hernandez,871.504.8344x194,"156 Cooper Point Suite 005, Lake Shane, MD 17107",female,bh502,bh502@upc.edu
Ryan Johnson,862.595.8480x10280,"48952 Ramos Station, Gomezside, AS 42436",male,rj548,rj548@upc.edu
Taylor Medina,(785)790-8187x107,"22950 Miranda Street, Newmanchester, AL 81667",male,tm741,tm741@upc.edu
Darlene Smith,001-289-282-7134x0588,"811 Jennifer Mountain, Coreychester, CT 88324",female,ds636,ds636@upc.edu
Anthony Gonzales,(474)893-9607,"99452 Morrison Pass Apt. 366, West Michaelstad, NM 65880",male,ag608,ag608@upc.edu
Brett Alexander,801-583-8740x51519,"PSC 9988, Box 9847, APO AA 54408",male,ba605,ba605@upc.edu
Sandra Smith,(509)507-1241,"Unit 4492 Box 4530, DPO AE 32261",female,ss565,ss565@upc.edu
Tara Guerrero,001-763-994-1446,"2139 Williams Mall Apt. 111, Port Amanda, TN 47703",female,tg142,tg142@upc.edu
Sabrina Vargas,(362)904-1420x13773,"0880 Jason Trail Apt. 777, Lunaland, MO 30991",female,sv803,sv803@upc.edu
Barbara Smith,001-595-564-3248x101,"360 Padilla Avenue, North Richardmouth, MD 42264",female,bs851,bs851@upc.edu
Jesse Snyder,(778)378-2995,"85801 Suzanne Locks, North Zachary, IN 61537",male,js562,js562@upc.edu
Hannah Moore,(679)907-3976x5704,"21788 Edward Underpass, Michelleton, LA 22905",female,hm769,hm769@upc.edu
Dana Hart,243.517.7169x9679,"4764 Patricia Creek Suite 421, West Christopher, OH 07674",female,dh971,dh971@upc.edu
Jade Mills,785-676-2913x76899,"56629 Valerie Stream Apt. 356, North Manuelburgh, SC 90055",female,jm699,jm699@upc.edu
Amanda Thomas,(548)492-6272,"USS Vega, FPO AP 43706",female,at319,at319@upc.edu
Jody Stewart,+1-859-880-6593x22407,"Unit 7696 Box 3500, DPO AA 29172",female,js640,js640@upc.edu
Melanie Rogers,3189487546,"731 Brenda Viaduct, North Michael, CO 05951",female,mr862,mr862@upc.edu
Thomas Ruiz,612.355.2967x005,"85448 Michael Isle Apt. 043, Chavezport, KY 97727",male,tr502,tr502@upc.edu
Brittany Hanna,001-911-518-0729,"4234 Melissa Points, Johnberg, KY 87519",female,bh803,bh803@upc.edu
Alexis Davis,+1-313-679-2930,"Unit 1419 Box 9541, DPO AP 35550",female,ad792,ad792@upc.edu
Kimberly Roberts,828-538-4882x3708,"7464 Oneill Spur, South Monicashire, IL 26209",female,kr488,kr488@upc.edu
Daniel Ramirez,+1-351-841-7278x073,"44019 Douglas Locks Suite 838, Johnsonside, SC 17197",male,dr149,dr149@upc.edu
Lisa Wilson,+1-851-625-2656x3307,"139 Andrew Fork, Lindseyburgh, PW 60535",female,lw361,lw361@upc.edu
Michael Benson,732.519.9089x49413,"040 Scott Corners Suite 187, South Michaelmouth, TN 63665",male,mb676,mb676@upc.edu
Lisa Lee,550-342-8729,"072 Davis Inlet Apt. 893, Port Matthewton, DE 26680",female,ll195,ll195@upc.edu
Jesus Thompson,909.366.7111x127,"713 Murray Mountain Apt. 945, Rushfort, NH 32362",male,jt433,jt433@upc.edu
Alan Mccarthy,202.487.8826,"7398 Nicole Isle Suite 441, West Brent, VA 17454",male,am626,am626@upc.edu
Stephen Hall,(435)580-8890,"371 Melissa Meadows Apt. 548, Williamsfort, VI 29244",male,sh119,sh119@upc.edu
Randall Sanchez,+1-356-881-0393x576,"PSC 7167, Box 7667, APO AE 83719",male,rs377,rs377@upc.edu
Thomas Mason,001-285-291-4897x6434,"53235 Kim Station Suite 965, South Danaport, KS 11224",male,tm315,tm315@upc.edu
Jamie Kelley,379.434.7799,"0361 Danielle Cliff, Jamesstad, MN 64544",female,jk699,jk699@upc.edu
Parker Morris,5717899277,"6103 Brian Field Apt. 263, North Jenniferville, ME 86423",male,pm374,pm374@upc.edu
Christopher Steele,(453)826-3238,"49824 Silva Plaza, West Michaelborough, CT 77460",male,cs568,cs568@upc.edu
Jasmine Moore,001-300-258-7783x425,"Unit 8348 Box 9019, DPO AA 09764",female,jm534,jm534@upc.edu
Gwendolyn Lewis,978.377.6989x10411,"86251 Estrada Rest Suite 013, New Carolburgh, RI 44207",female,gl927,gl927@upc.edu
Alexandra Cruz,825.921.7487,"864 Mary Vista Apt. 710, Port Amystad, VA 11212",female,ac971,ac971@upc.edu
David Jackson,889-832-8270,"Unit 5637 Box 6125, DPO AP 20330",male,dj787,dj787@upc.edu
Mckenzie Vaughn,242-357-1469x458,"905 Julie Curve, Justinside, KS 39101",female,mv401,mv401@upc.edu
James Alexander,(271)885-0870x0090,"21511 Vargas Bypass, Rodrigueztown, ME 57005",male,ja621,ja621@upc.edu
Angel Barry,+1-342-765-4292x67646,"826 Jones Gateway, East Summerbury, AK 55975",male,ab623,ab623@upc.edu
Sierra Russell,+1-719-728-5270x2826,"00225 Mary Fork, Amandafurt, WI 07131",female,sr607,sr607@upc.edu
Stephen Smith,+1-520-842-3714,"52814 Robert Overpass Apt. 232, Peckstad, MA 81904",male,ss473,ss473@upc.edu
Mark Hunter,+1-531-681-9971x007,"USCGC Clark, FPO AE 48413",male,mh652,mh652@upc.edu
David Silva,6914900231,"06619 Chandler Streets, Mitchellton, ND 73322",male,ds736,ds736@upc.edu
Susan Simmons,3957445510,"766 Jennifer Cape, West Anthony, NE 25943",female,ss678,ss678@upc.edu
Laurie Herrera,001-415-923-2455x66227,"727 Black Course Suite 828, Lake Emily, IA 74825",female,lh321,lh321@upc.edu
Elizabeth Rodriguez,001-572-632-3501x9307,"30674 Ryan Forges Apt. 615, Christophershire, AS 61146",female,er886,er886@upc.edu
Benjamin Smith,(891)561-1069x93417,"292 Santana Flats Apt. 564, Lake Laura, NC 57161",male,bs448,bs448@upc.edu
Thomas Reynolds,(670)672-1983x211,"2551 Holmes Wall Apt. 116, Hillside, SC 68575",male,tr190,tr190@upc.edu
Robert Cook,+1-436-631-6778x7248,"671 Browning Roads Apt. 619, Angelachester, NM 61479",male,rc870,rc870@upc.edu
Kristy Coffey,(781)750-3774,"71817 Brent Oval Suite 337, Phillipsport, CT 23186",female,kc598,kc598@upc.edu
Craig Graham,930.495.7731x929,"61401 Madison Prairie, East Ashleyview, VA 30682",male,cg221,cg221@upc.edu
Adam West,282.843.5440,"09956 Reyes Springs Suite 686, Coryshire, MO 50407",male,aw252,aw252@upc.edu
James Harrison,001-834-878-1171x78859,"27055 Julie Key Suite 266, Meghanfort, CT 90471",male,jh153,jh153@upc.edu
Oscar Archer,(696)561-8870,"353 Williams Rest Apt. 049, Lake Lorichester, NV 92877",male,oa960,oa960@upc.edu
Andrea Rivera,371.901.4125x97414,"2404 Melissa Courts, Jessicahaven, NH 88823",female,ar634,ar634@upc.edu
Thomas Russell,001-335-221-3427,"7765 Adam Grove, Lake Carla, NV 91087",male,tr601,tr601@upc.edu
Shawn Kemp,543.815.0277,"0104 Jessica Extension Apt. 770, Pratthaven, UT 38733",male,sk404,sk404@upc.edu
Donna Hanna,612-665-4295x0059,"574 Patterson Manors, East Janiceland, PR 89098",female,dh918,dh918@upc.edu
Samantha Hernandez,001-971-214-0899,"530 Mia Parks Apt. 237, East Kennethhaven, KS 11566",female,sh363,sh363@upc.edu
Andrew Goodman,8839466206,"934 Adrian Cliff Apt. 781, New Abigailville, RI 76757",male,ag263,ag263@upc.edu
Charles Yu,728.545.9630x730,"89022 Tim Stravenue, Allenchester, PW 42172",male,cy239,cy239@upc.edu
Robert White,500.321.9961,"127 Cassandra Mountains, South James, FM 97298",male,rw414,rw414@upc.edu
Vernon Berger,329.908.3765x797,"6729 Michael Mountain, North Angelaland, FL 32349",male,vb160,vb160@upc.edu
Michael Williams,756-940-0003,"434 Michelle Isle, Brianfort, MH 24984",male,mw683,mw683@upc.edu
Brian Wall,+1-208-679-9187x8939,"2761 Weiss Plains Suite 870, Jamesville, NJ 16904",male,bw806,bw806@upc.edu
Joseph Wilson,679.242.1439,"116 Jennifer Streets, Michaelview, SC 03483",male,jw905,jw905@upc.edu
Bethany Donovan,834-313-6608x62394,"911 Erica Turnpike, East Joannborough, GU 40217",female,bd682,bd682@upc.edu
Shirley Everett,993-561-3910x99961,"USCGC Molina, FPO AA 84931",female,se430,se430@upc.edu
Jessica Craig,+1-976-804-7381x233,"2285 Parker Run, Rubenbury, ND 99648",female,jc486,jc486@upc.edu
Sara Wright,(641)278-2552,"63341 Rubio Radial Apt. 512, Smithhaven, VI 75755",female,sw358,sw358@upc.edu
Martin Burke,+1-719-415-6309x6844,"45419 Brittany Pines, New Patricia, NV 11125",male,mb660,mb660@upc.edu
Anthony Rogers,+1-201-463-8034,"85371 Kramer Passage Apt. 962, New Ronald, NV 97357",male,ar268,ar268@upc.edu
Rachel Cook,440.323.9184,"1222 Amy Well Apt. 821, West Todd, RI 89883",female,rc668,rc668@upc.edu
John Yang,001-456-229-0028x53803,"13023 Stephanie Trail, New Sharonmouth, CA 39730",male,jy824,jy824@upc.edu
Megan Odonnell,4029710625,"931 Hamilton Valleys Suite 650, Port Anthony, KS 49682",female,mo211,mo211@upc.edu
Zachary Mann,001-669-956-3245,"55849 Breanna Junction, Brianaton, MD 10229",male,zm782,zm782@upc.edu
Jennifer Randolph,475.272.2561,"391 Lindsey Forge, Port Katieton, AR 26807",female,jr286,jr286@upc.edu
Mathew Walker,918-317-1350,"741 Carroll Ford, Maryside, RI 65603",male,mw181,mw181@upc.edu
Andrew Rojas,001-968-390-8719,"72471 Kelley Shoal, South Ronald, HI 18754",male,ar627,ar627@upc.edu
Kathryn Hanson,+1-998-764-6082x84936,"99659 Frank Turnpike Apt. 149, Joelborough, MN 09282",female,kh669,kh669@upc.edu
Anthony Hughes,001-825-774-7523x42952,"USNV Jordan, FPO AP 09497",male,ah504,ah504@upc.edu
Jeffrey Hall,001-924-529-2227x2893,"69710 Fields Manor Apt. 313, Port Tara, LA 49901",male,jh433,jh433@upc.edu
Brooke Bright,591.714.1110,"02485 Timothy Shoal, Sarahville, VI 33471",female,bb608,bb608@upc.edu
Scott Davis,445-986-2680x26225,"028 Dana Knolls Suite 621, Wallsborough, UT 01311",male,sd734,sd734@upc.edu
Jeremy Nguyen,609.369.2687x96183,"60020 Norton Forges Apt. 230, Lake Nathanview, NM 20473",male,jn245,jn245@upc.edu
Derek Miller,001-263-581-2330x946,"223 Williams Shoal, Lake Jameston, ID 91828",male,dm900,dm900@upc.edu
Janice Robertson,+1-216-842-0880x565,"55455 Phillips Mountain, Jimmyshire, OH 98402",female,jr588,jr588@upc.edu
Brian Chang,519-616-7192x273,"74983 Duke Underpass, Smithfort, ID 23827",male,bc931,bc931@upc.edu
Ryan Marshall,(817)563-3732x7507,"USNV Burns, FPO AE 56400",male,rm339,rm339@upc.edu
Justin Roberts,827.942.0542,"5585 Cynthia Mission, Lake Austinchester, MS 33226",male,jr760,jr760@upc.edu
John Scott,674-574-6930x70070,"1551 Jessica Expressway Suite 594, Port Michael, IA 45575",male,js865,js865@upc.edu
Danielle Maldonado,410-484-7909x503,"PSC 6152, Box 0463, APO AP 28843",female,dm146,dm146@upc.edu
Anne Wood,+1-267-568-5945x30324,"074 Delacruz Forges, Port Joshua, OH 43099",female,aw392,aw392@upc.edu
Eric Harris,001-954-650-4581,"2263 April Drive Apt. 134, Moonfurt, CT 20848",male,eh159,eh159@upc.edu
Candice Davis,306.566.5906x461,"6767 Michael Junctions Apt. 983, South Glennmouth, SD 81261",female,cd125,cd125@upc.edu
Brittany Marshall,+1-913-947-1555x17581,"51561 Pruitt Springs Apt. 456, Combsfurt, WA 60710",female,bm771,bm771@upc.edu
Lauren Carroll,537-391-8811,"366 Kevin Corners, East Ricky, PR 60118",female,lc617,lc617@upc.edu
Phillip Guzman,3445776523,"PSC 0138, Box 2780, APO AP 04154",male,pg870,pg870@upc.edu
Travis Shepherd,001-955-718-3221x551,"8332 Christine Mountains, Andrewsside, NV 86248",male,ts214,ts214@upc.edu
Elizabeth Contreras,+1-462-550-2011,"714 Davis Mountain, Ryanland, MN 70419",female,ec790,ec790@upc.edu
Sandra Moreno,589-451-4842x28221,"53201 Andre Forge Apt. 554, Richardmouth, CO 05875",female,sm980,sm980@upc.edu
Ricky Nunez,248.757.7718,"44287 Torres Lodge Apt. 036, North Jeffmouth, OK 91666",male,rn338,rn338@upc.edu
Shane Alexander,958-668-9083,"093 Butler Curve, New Crystal, KY 40582",male,sa168,sa168@upc.edu
Daniel Hill,981.904.1815x021,"Unit 4896 Box 6834, DPO AE 21306",male,dh631,dh631@upc.edu
Amanda Russell,(255)397-5920,"9289 Patricia Crossroad, Murrayberg, NC 64017",female,ar979,ar979@upc.edu
Susan Jordan,(441)207-8409,"3168 Blake Throughway, Nashton, AR 43140",female,sj667,sj667@upc.edu
Donna Wilson,477.892.5320x4782,"Unit 4116 Box 4718, DPO AE 91154",female,dw534,dw534@upc.edu
Anthony Torres,+1-285-421-5054x783,"USS Long, FPO AP 71982",male,at499,at499@upc.edu
Hannah Hall,946-322-5361x6948,"584 Julie Vista, Karenland, MT 19858",female,hh488,hh488@upc.edu
Sarah Phillips,(819)223-1036,"25660 Scott Lakes, West Jason, FL 76391",female,sp451,sp451@upc.edu
William Gonzalez,794.995.1013x3254,"0061 Harris Mills, Patrickside, HI 36408",male,wg325,wg325@upc.edu
Jennifer Phillips,265-374-9850x331,"57822 Joe Shoals Apt. 740, South Jamesville, AK 42582",female,jp120,jp120@upc.edu
Grant Fields,864.825.6523x997,"52198 Meagan Islands Suite 073, West Amy, ND 47005",male,gf996,gf996@upc.edu
Benjamin Price,(404)706-9673,"53499 Shane Drives Suite 941, North Charles, AK 54692",male,bp919,bp919@upc.edu
Michael Washington,(913)392-4230x820,"89980 Lee Street Suite 612, Grayview, UT 07228",male,mw970,mw970@upc.edu
Christopher Coleman,6453731453,"4510 Williamson Roads Suite 467, East Sonia, NE 10464",male,cc797,cc797@upc.edu
Christopher Perry,(439)855-9028,"009 Ortiz Keys, Caitlinburgh, NJ 89952",male,cp433,cp433@upc.edu
George Pena,766.818.8930x55041,"5301 Tina Unions Suite 681, East Derrick, AR 34237",male,gp274,gp274@upc.edu
Carol Black,(271)407-9271x9649,"7235 Hill View Suite 420, Karenton, AS 94556",female,cb311,cb311@upc.edu
Andres Wilson,001-943-738-5519x7551,"Unit 7874 Box 9789, DPO AP 41760",male,aw602,aw602@upc.edu
Beth Carr,520.612.9267x34716,"120 Ferguson Street Suite 852, New Jeffery, MH 58912",female,bc549,bc549@upc.edu
Leslie Todd,5235516088,"35172 Banks Lights, Rebeccafurt, PW 60905",male,lt995,lt995@upc.edu
Suzanne Dunn,286-736-7650x98891,"09161 Castaneda Fords Suite 513, Steeleview, AK 94483",female,sd492,sd492@upc.edu
Amy Smith,+1-960-995-0539x09768,"868 Burns Spurs, Port Michelle, OR 64085",female,as330,as330@upc.edu
Todd Jackson,7654307149,"09405 Rogers Mews, Bruceland, PW 67838",male,tj727,tj727@upc.edu
Keith Merritt,886.375.9358x176,"7111 Reyes Walk, Crystalton, OR 95818",male,km345,km345@upc.edu
Dean Rodriguez,+1-571-408-3330x780,"44840 Jennifer Springs, Lake Michaelmouth, KS 57784",male,dr870,dr870@upc.edu
Tyler Smith,615-406-0721x917,"32581 Melissa Brooks Apt. 377, West Jenniferchester, MH 18449",male,ts308,ts308@upc.edu
Lisa Grimes,001-361-472-2271x7715,"99134 Martin Locks, North Lindseyport, NJ 02101",female,lg576,lg576@upc.edu
Emily Hayes,801-466-0274x16989,"7439 Sarah Valleys, West Valerieside, VA 14357",female,eh682,eh682@upc.edu
George Chavez,+1-432-881-9419x90457,"0458 Cochran Locks Suite 810, Michaelberg, SD 16694",male,gc178,gc178@upc.edu
Melissa Jones,001-279-912-8216x599,"539 Christopher Mission, East Hannah, AS 82093",female,mj321,mj321@upc.edu
Isaiah White,+1-221-882-3226x75552,"164 Clayton Cape Suite 961, Krystalville, MH 96324",male,iw216,iw216@upc.edu
Brittany Mercer,(662)255-6747x03873,"75435 West Parkways Apt. 342, Simsport, AK 54743",female,bm884,bm884@upc.edu
Adrian Holland,+1-988-759-2024x8013,"502 Tony Roads Suite 223, East Scotthaven, AL 01103",male,ah817,ah817@upc.edu
Shirley Myers,+1-596-511-7089x376,"70334 Richard Court, Mckenzieberg, ME 82748",female,sm665,sm665@upc.edu
Timothy Thomas,928-297-8696x26040,"1151 Krystal Way, New Chadberg, SD 06067",male,tt321,tt321@upc.edu
Matthew Marks,5112363225,"188 Erin Motorway Apt. 569, Mezaborough, VA 88026",male,mm449,mm449@upc.edu
Brittany Ramirez,+1-958-636-1863,"5971 Ward Land Suite 501, South Melissamouth, GA 54489",female,br201,br201@upc.edu
Jeffrey Johnson,9533745176,"72235 Miller Valleys Apt. 081, Brownton, OR 61082",male,jj118,jj118@upc.edu
Kimberly Blackburn,870.993.5043,"4169 Heath Divide Suite 774, East Tiffanyberg, WA 65383",female,kb459,kb459@upc.edu
Jonathan Barrett,397-630-2160x5857,"812 Amanda Spring, Port Rose, KY 83780",male,jb861,jb861@upc.edu
Darlene Marquez,(782)475-3669x8478,"639 Dustin Lock, East Edward, ME 81538",female,dm853,dm853@upc.edu
Larry Robertson,(361)934-9712x80830,"3051 Roy Port Apt. 721, South Mark, FL 16989",male,lr869,lr869@upc.edu
Eric Brown,+1-702-258-8206x98193,"6788 Regina Flats Suite 112, Lake Brenda, PW 20690",male,eb122,eb122@upc.edu
Sara Gardner,774-670-7750x343,"090 Kemp Cove Suite 373, Samuelmouth, PA 73246",female,sg829,sg829@upc.edu
Andrew Woodward,001-854-768-5232x86281,"62816 Linda Pines, Kristenchester, NC 78781",male,aw497,aw497@upc.edu
Timothy Howard,813-694-7267x391,"1923 Henson Brooks Apt. 880, Port Christineshire, KS 17525",male,th926,th926@upc.edu
William Young,(882)930-1299,"36483 Leslie Lodge, Port John, NJ 68511",male,wy177,wy177@upc.edu
Andrew Booth,001-863-427-0940x46971,"50337 Sara Square, Port Angela, FM 95037",male,ab320,ab320@upc.edu
Ronald Hurst,001-654-521-6423,"296 Harper Cape Suite 746, North Gabrielle, PR 94797",male,rh495,rh495@upc.edu
John Thomas,228-491-9827x10195,"4925 Catherine Lodge Suite 849, North Ronnie, GA 42677",male,jt373,jt373@upc.edu
Christopher Smith,729-561-5661x996,"273 Baker Fort, Oconnorshire, DC 96772",male,cs974,cs974@upc.edu
Patrick Cochran,617-236-4576,"7879 Christine Land, Joeltown, NJ 04190",male,pc746,pc746@upc.edu
Kenneth Hardy,001-820-382-9009x348,"6316 Sean Mall, Schultzfurt, MI 76032",male,kh736,kh736@upc.edu
Chase Leblanc,219-614-0843x52805,"9808 Joel Islands, Jessicaberg, KY 34479",male,cl314,cl314@upc.edu
Stephanie Valencia,843-606-5510x988,"9233 Jensen Pines Suite 446, Sanchezside, GU 45762",female,sv512,sv512@upc.edu
